64	98
64	4
64	80
64	14
65	65
65	67
65	66
65	7
65	68
65	3
65	79
65	72
65	69
65	100
66	66
66	67
66	68
66	71
66	7
66	4
66	6
66	96
66	8
66	1
67	67
67	68
67	62
67	3
67	22
67	14
67	79
67	13
67	99
67	98
68	68
68	71
68	72
68	79
68	69
68	80
68	70
68	82
68	2
68	97
69	69
69	72
69	82
69	80
69	70
69	79
69	73
69	78
69	81
69	71
70	70
70	72
70	73
70	82
70	76
70	81
70	75
70	80
70	79
70	78
71	71
71	79
71	97
71	80
71	72
71	101
71	96
71	75
71	84
71	82
72	72
72	82
72	79
72	80
72	73
72	78
72	81
72	74
72	76
72	64
73	73
73	75
73	76
73	81
73	82
73	74
73	77
73	84
73	78
73	80
74	74
74	77
74	76
74	75
74	81
74	70
74	89
74	68
74	6
74	88
75	75
75	81
75	77
75	76
75	84
75	88
75	82
75	78
75	69
75	89
76	76
76	77
76	81
76	82
76	85
76	69
76	86
76	100
76	80
76	91
77	77
77	89
77	81
77	94
77	88
77	91
77	84
77	2
77	85
77	79
78	78
78	85
78	84
78	81
78	80
78	82
78	102
78	86
78	88
78	105
79	79
79	80
79	82
79	78
79	73
79	75
79	100
79	97
79	81
79	102
80	80
80	82
80	81
80	85
80	102
80	84
80	100
80	105
80	75
80	86
81	81
81	84
81	82
81	88
81	85
81	86
81	102
81	105
81	113
81	101
82	82
82	84
82	85
82	102
82	88
82	86
82	91
82	105
82	94
82	77
83	83
83	116
83	110
83	90
83	87
83	111
83	91
83	115
83	109
83	86
84	84
84	88
84	85
84	86
84	102
84	105
84	114
84	69
84	91
84	92
85	85
85	102
85	86
85	105
85	88
85	113
85	87
85	100
85	109
85	75
86	86
86	88
86	102
86	87
86	105
86	113
86	109
86	91
86	75
86	77
87	87
87	109
87	111
87	113
87	110
87	108
87	102
87	116
87	88
87	105
88	88
88	91
88	102
88	89
88	103
88	83
88	90
88	117
88	73
88	69
89	89
89	91
89	92
89	94
89	95
89	90
89	82
89	105
89	112
89	87
90	90
90	92
90	91
90	115
90	116
90	84
90	80
90	79
90	82
90	111
91	91
91	92
91	115
91	75
91	95
91	70
91	119
91	93
91	73
91	113
92	92
92	115
92	95
92	93
92	94
92	83
92	109
92	103
92	81
92	143
93	93
93	95
93	94
93	115
93	89
93	113
93	70
93	84
93	72
93	79
94	94
94	95
94	74
94	63
94	91
94	87
94	102
94	88
94	80
94	117
95	95
95	90
95	84
95	115
95	110
95	74
95	108
95	86
95	100
95	71
96	96
96	97
96	101
96	98
96	99
96	70
96	89
96	81
96	84
96	76
97	97
97	101
97	98
97	99
97	100
97	8
97	106
97	104
97	91
97	85
98	98
98	101
98	99
98	104
98	6
98	106
98	100
98	63
98	8
98	82
99	99
99	106
99	104
99	100
99	101
99	107
99	103
99	105
99	13
99	11
100	100
100	105
100	106
100	102
100	103
100	101
100	107
100	104
100	113
100	78
101	101
101	106
101	104
101	8
101	79
101	102
101	113
101	108
101	82
101	74
102	102
102	105
102	113
102	103
102	109
102	108
102	106
102	107
102	99
102	69
103	103
103	107
103	113
103	108
103	105
103	106
103	109
103	104
103	87
103	85
104	104
104	106
104	107
104	112
104	111
104	13
104	86
104	105
104	108
104	78
105	105
105	113
105	106
105	107
105	109
105	108
105	88
105	79
105	71
105	62
106	106
106	107
106	113
106	108
106	15
106	3
106	66
106	144
106	64
106	80
107	107
107	108
107	113
107	109
107	112
107	87
107	43
107	90
107	11
107	95
108	108
108	113
108	109
108	112
108	111
108	110
108	86
108	100
108	85
108	77
109	109
109	113
109	111
109	110
109	112
109	116
109	88
109	121
109	63
109	42
110	110
110	116
110	111
110	121
110	114
110	119
110	112
110	117
110	122
110	144
111	111
111	116
111	112
111	113
111	121
111	86
111	103
111	143
111	114
111	119
112	112
112	121
112	133
112	136
112	134
112	122
112	113
112	87
112	103
112	128
113	113
113	78
113	84
113	110
113	88
113	99
113	104
113	2
113	143
113	74
114	114
114	119
114	117
114	144
114	143
114	116
114	83
114	115
114	118
114	121
115	115
115	117
115	143
115	116
115	144
115	89
115	122
115	111
115	109
115	84
116	116
116	119
116	117
116	144
116	143
116	121
116	100
116	86
116	63
116	2
117	117
117	143
117	144
117	119
117	83
117	90
117	118
117	122
117	93
117	98
118	118
118	125
118	120
118	123
118	119
118	126
118	144
118	122
118	124
118	143
119	119
119	144
119	143
119	121
119	122
119	120
119	83
119	125
119	123
119	71
120	120
120	123
120	125
120	124
120	122
120	126
120	15
120	92
120	88
120	110
121	121
121	122
121	133
121	123
121	134
121	136
121	86
121	91
121	63
121	82
122	122
122	123
122	133
122	124
122	134
122	114
122	111
122	116
122	77
122	43
123	123
123	124
123	125
123	133
123	113
123	83
123	78
123	76
123	68
123	109
124	124
124	138
124	106
124	100
124	84
124	121
124	114
124	90
124	86
124	73
125	125
125	126
125	144
125	111
125	102
125	89
125	86
125	121
125	87
125	124
126	126
126	89
126	83
126	100
126	69
126	119
126	115
126	85
126	72
126	6
127	127
127	130
127	132
127	128
127	131
127	136
127	111
127	105
127	121
127	108
128	128
128	132
128	136
128	130
128	134
128	135
128	133
128	100
128	96
128	99
129	129
129	131
129	137
129	139
129	135
129	132
129	138
129	79
129	111
129	107
130	130
130	132
130	85
130	83
130	11
130	87
130	78
130	99
130	71
130	96
131	131
131	132
131	135
131	139
131	137
131	79
131	121
131	118
131	64
131	84
132	132
132	135
132	136
132	134
132	133
132	83
132	102
132	75
132	108
132	99
133	133
133	134
133	136
133	135
133	78
133	77
133	103
133	131
133	139
133	109
134	134
134	136
134	135
134	139
134	123
134	100
134	106
134	85
134	70
134	94
135	135
135	136
135	139
135	138
135	90
135	66
135	42
135	105
135	69
135	140
136	136
136	122
136	131
136	43
136	13
136	74
136	69
136	63
136	111
136	85
137	137
137	139
137	140
137	138
137	99
137	80
137	2
137	107
137	85
137	62
138	138
138	139
138	88
138	69
138	125
138	114
138	131
138	130
138	80
138	76
139	139
139	132
139	115
139	110
139	116
139	92
139	11
139	107
139	98
139	25
140	140
140	129
140	91
140	74
140	72
140	111
140	88
140	12
140	96
140	68
141	141
141	142
141	134
141	131
141	101
141	80
141	44
141	86
141	77
141	92
142	142
142	77
142	109
142	78
142	117
142	92
142	135
142	127
142	136
142	130
143	143
143	144
143	83
143	110
143	90
143	47
143	91
143	1
143	44
143	86
144	144
144	83
144	69
144	120
144	88
144	76
144	133
144	124
144	89
144	73
